shop_id,date,date_block_num,item_id,item_price,item_cnt_day,revenue,change,item_ct_norm,limit
0,2013-01-31,188,33950789,1615222.0,3626.0,1852216.0,,3.714240406142666,0.916350770785949
0,2013-02-28,3258,34265608,1896723.0,3957.0,2370079.0,,4.0888634223977816,1.0
0,2013-03-31,164,3742908,166117.0,403.0,196170.0,,0.06647611191233929,0.10184483194339146
0,2013-04-30,104,4146168,226917.0,473.0,286906.0,,0.14570152320496196,0.11953500126358352
0,2013-05-31,155,4169590,272095.0,465.0,307978.0,,0.1366471904858051,0.11751326762699014
0,2013-06-30,165,3482403,192762.0,403.0,218866.0,,0.06647611191233929,0.10184483194339146
0,2013-07-31,121,2415687,160706.0,267.0,174210.0,,-0.08744754431332762,0.06747536012130402
0,2013-08-31,232,4894362,242834.0,550.0,310149.0,,0.2328494756268469,0.1389941875157948
0,2013-09-30,248,4224066,256353.0,494.0,298089.0,,0.16946914659274875,0.12484205205964115
0,2013-10-31,166,3408589,226469.0,389.0,286624.0,,0.05063102965381476,0.09830679807935304
0,2013-11-30,135,2747753,137147.0,301.0,158776.0,,-0.04896663025691089,0.07606772807682588
0,2013-12-31,128,3363738,160524.0,377.0,177307.0,,0.03704953057507944,0.09527419762446297
0,2014-01-31,0,0,0.0,0.0,0.0,-1.0,-0.3896358988151884,0.0
0,2014-02-28,0,0,0.0,0.0,0.0,-1.0,-0.3896358988151884,0.0
0,2014-03-31,0,0,0.0,0.0,0.0,-1.0,-0.3896358988151884,0.0
0,2014-04-30,0,0,0.0,0.0,0.0,-1.0,-0.3896358988151884,0.0
0,2014-05-31,0,0,0.0,0.0,0.0,-1.0,-0.3896358988151884,0.0
0,2014-06-30,0,0,0.0,0.0,0.0,-1.0,-0.3896358988151884,0.0
0,2014-07-31,0,0,0.0,0.0,0.0,-1.0,-0.3896358988151884,0.0
0,2014-08-31,0,0,0.0,0.0,0.0,-1.0,-0.3896358988151884,0.0
0,2014-09-30,0,0,0.0,0.0,0.0,-1.0,-0.3896358988151884,0.0
0,2014-10-31,0,0,0.0,0.0,0.0,-1.0,-0.3896358988151884,0.0
0,2014-11-30,0,0,0.0,0.0,0.0,-1.0,-0.3896358988151884,0.0
0,2014-12-31,0,0,0.0,0.0,0.0,-1.0,-0.3896358988151884,0.0
0,2015-01-31,0,0,0.0,0.0,0.0,,-0.3896358988151884,0.0
0,2015-02-28,0,0,0.0,0.0,0.0,,-0.3896358988151884,0.0
0,2015-03-31,0,0,0.0,0.0,0.0,,-0.3896358988151884,0.0
0,2015-04-30,0,0,0.0,0.0,0.0,,-0.3896358988151884,0.0
0,2015-05-31,0,0,0.0,0.0,0.0,,-0.3896358988151884,0.0
0,2015-06-30,0,0,0.0,0.0,0.0,,-0.3896358988151884,0.0
0,2015-07-31,0,0,0.0,0.0,0.0,,-0.3896358988151884,0.0
0,2015-08-31,0,0,0.0,0.0,0.0,,-0.3896358988151884,0.0
0,2015-09-30,0,0,0.0,0.0,0.0,,-0.3896358988151884,0.0
0,2015-10-31,0,0,0.0,0.0,0.0,,-0.3896358988151884,0.0
1,2013-01-31,95,19181797,893452.0,1955.0,962836.0,,3.5589107245733613,0.8507397737162751
1,2013-02-28,2024,21505851,1051531.0,2298.0,1151371.0,,4.248816089854941,1.0
1,2013-03-31,98,2943785,130199.0,310.0,147761.0,,0.25018091148823524,0.13489991296779807
1,2013-04-30,55,874512,89612.0,99.0,91647.0,,-0.17422151438468972,0.04308093994778068
1,2013-05-31,33,2385797,104616.0,242.0,120425.0,,0.11340666997468596,0.10530896431679722
